CHROM,win_start,win_end,win_mid,mean_Het,Sexo
scaffold_15_ctg1,3200001,3250000,3223648,0.011653846,Females
scaffold_15_ctg1,3250001,3300000,3275673,0.011561538,Females
scaffold_15_ctg1,3300001,3350000,3325086,0.013453846,Females
scaffold_15_ctg1,3350001,3400000,3375286,0.012376923,Females
scaffold_15_ctg1,3400001,3450000,3425934,0.014492308,Females
scaffold_15_ctg1,3450001,3500000,3469952,0.018023077,Females
scaffold_15_ctg1,3500001,3550000,3528886,0.013838462,Females
scaffold_15_ctg1,3550001,3600000,3575534,0.016569231,Females
scaffold_15_ctg1,3600001,3650000,3624399,0.017284615,Females
scaffold_15_ctg1,3650001,3700000,3674151,0.016261538,Females
scaffold_15_ctg1,3700001,3750000,3724647,0.014846154,Females
scaffold_15_ctg1,3750001,3800000,3775946,0.012553846,Females
scaffold_15_ctg1,3800001,3850000,3823705,0.015946154,Females
scaffold_15_ctg1,3850001,3900000,3875295,0.018023077,Females
scaffold_15_ctg1,3900001,3950000,3923696,0.016607692,Females
scaffold_15_ctg1,3950001,4000000,3973920,0.018892308,Females
scaffold_15_ctg1,4000001,4050000,4025490,0.013446154,Females
scaffold_15_ctg1,4050001,4100000,4073748,0.011123077,Females
scaffold_15_ctg1,4100001,4150000,4124769,0.012246154,Females
scaffold_15_ctg1,4150001,4200000,4175158,0.013207692,Females
scaffold_15_ctg1,4200001,4250000,4224561,0.011484615,Females
scaffold_15_ctg1,4250001,4300000,4276845,0.013792308,Females
scaffold_15_ctg1,4300001,4350000,4324724,0.012553846,Females
scaffold_15_ctg1,4350001,4400000,4375585,0.015276923,Females
scaffold_15_ctg1,4400001,4450000,4426082,0.013692308,Females
scaffold_15_ctg1,4450001,4500000,4475381,0.016323077,Females
scaffold_15_ctg1,4500001,4550000,4525184,0.015069231,Females
scaffold_15_ctg1,4550001,4600000,4575900,0.015307692,Females
scaffold_15_ctg1,4600001,4650000,4625247,0.013746154,Females
scaffold_15_ctg1,4650001,4700000,4676003,0.015115385,Females
scaffold_15_ctg1,4700001,4750000,4724691,0.011476923,Females
scaffold_15_ctg1,4750001,4800000,4774287,0.014646154,Females
scaffold_15_ctg1,4800001,4850000,4821610,0.018569231,Females
scaffold_15_ctg1,4850001,4900000,4873550,0.017576923,Females
scaffold_15_ctg1,4900001,4950000,4924146,0.016415385,Females
scaffold_15_ctg1,4950001,5000000,4974532,0.018253846,Females
scaffold_15_ctg1,5000001,5050000,5026259,0.015092308,Females
scaffold_15_ctg1,5050001,5100000,5075246,0.015461538,Females
scaffold_15_ctg1,5100001,5150000,5124240,0.015707692,Females
scaffold_15_ctg1,5150001,5200000,5174507,0.014692308,Females
scaffold_15_ctg1,5200001,5250000,5226136,0.019107692,Females
scaffold_15_ctg1,5250001,5300000,5274334,0.013569231,Females
scaffold_15_ctg1,5300001,5350000,5322857,0.018015385,Females
scaffold_15_ctg1,5350001,5400000,5376498,0.017215385,Females
scaffold_15_ctg1,5400001,5450000,5423931,0.013938462,Females
scaffold_15_ctg1,5450001,5500000,5476625,0.015623077,Females
scaffold_15_ctg1,5500001,5550000,5525006,0.014176923,Females
scaffold_15_ctg1,5550001,5600000,5574639,0.011215385,Females
scaffold_15_ctg1,5600001,5650000,5627126,0.011884615,Females
scaffold_15_ctg1,5650001,5700000,5673342,0.014269231,Females
scaffold_15_ctg1,5700001,5750000,5726220,0.018884615,Females
scaffold_15_ctg1,5750001,5800000,5772764,0.017861538,Females
scaffold_15_ctg1,5800001,5850000,5825337,0.020923077,Females
scaffold_15_ctg1,5850001,5900000,5871915,0.020292308,Females
scaffold_15_ctg1,5900001,5950000,5923816,0.019438462,Females
scaffold_15_ctg1,5950001,6000000,5975756,0.020492308,Females
scaffold_15_ctg1,6000001,6050000,6025466,0.013946154,Females
scaffold_15_ctg1,6050001,6100000,6075701,0.018176923,Females
scaffold_15_ctg1,6100001,6150000,6124830,0.018292308,Females
scaffold_15_ctg1,6150001,6200000,6175074,0.018230769,Females
scaffold_15_ctg1,6200001,6250000,6224983,0.015615385,Females
scaffold_15_ctg1,6250001,6300000,6277046,0.016246154,Females
scaffold_15_ctg1,6300001,6350000,6325137,0.015030769,Females
scaffold_15_ctg1,6350001,6400000,6374245,0.016461538,Females
scaffold_15_ctg1,6400001,6450000,6423862,0.015792308,Females
scaffold_15_ctg1,6450001,6500000,6475432,0.013307692,Females
scaffold_15_ctg1,6500001,6550000,6523867,0.014576923,Females
scaffold_15_ctg1,6550001,6600000,6572978,0.016761538,Females
scaffold_15_ctg1,6600001,6650000,6625980,0.013592308,Females
scaffold_15_ctg1,6650001,6700000,6676162,0.017,Females
scaffold_15_ctg1,6700001,6750000,6725097,0.0166,Females
scaffold_15_ctg1,6750001,6800000,6774835,0.016384615,Females
scaffold_15_ctg1,6800001,6850000,6826950,0.016430769,Females
scaffold_15_ctg1,6850001,6900000,6874829,0.017038462,Females
scaffold_15_ctg1,6900001,6950000,6922740,0.013938462,Females
scaffold_15_ctg1,6950001,7000000,6975172,0.014476923,Females
scaffold_15_ctg1,7000001,7050000,7026447,0.014469231,Females
scaffold_15_ctg1,7050001,7100000,7075370,0.014161538,Females
scaffold_15_ctg1,7100001,7150000,7125269,0.014246154,Females
scaffold_15_ctg1,7150001,7200000,7174659,0.014369231,Females
scaffold_15_ctg1,7200001,7250000,7224508,0.017307692,Females
scaffold_15_ctg1,7250001,7300000,7275420,0.014476923,Females
scaffold_15_ctg1,7300001,7350000,7324745,0.014946154,Females
scaffold_15_ctg1,7350001,7400000,7367297,0.014130769,Females
scaffold_15_ctg1,7400001,7450000,7429813,0.0109,Females
scaffold_15_ctg1,7450001,7500000,7474491,0.017446154,Females
scaffold_15_ctg1,7500001,7550000,7524775,0.018,Females
scaffold_15_ctg1,7550001,7600000,7573156,0.016838462,Females
scaffold_15_ctg1,7600001,7650000,7622518,0.016884615,Females
scaffold_15_ctg1,7650001,7700000,7675556,0.016738462,Females
scaffold_15_ctg1,7700001,7750000,7725020,0.015338462,Females
scaffold_15_ctg1,7750001,7800000,7774274,0.014830769,Females
scaffold_15_ctg1,7800001,7850000,7826489,0.012330769,Females
scaffold_15_ctg1,7850001,7900000,7872367,0.010030769,Females
scaffold_15_ctg1,7900001,7950000,7924914,0.0141,Females
scaffold_15_ctg1,7950001,8000000,7974863,0.012730769,Females
scaffold_15_ctg1,8000001,8050000,8023816,0.015284615,Females
scaffold_15_ctg1,8050001,8100000,8071606,0.011761538,Females
scaffold_15_ctg1,8100001,8150000,8128761,0.016215385,Females
scaffold_15_ctg1,8150001,8200000,8173912,0.015084615,Females
scaffold_15_ctg1,8200001,8250000,8222463,0.019792308,Females
scaffold_15_ctg1,8250001,8300000,8275019,0.017015385,Females
scaffold_15_ctg1,8300001,8350000,8325010,0.018484615,Females
scaffold_15_ctg1,8350001,8400000,8373937,0.018653846,Females
scaffold_15_ctg1,8400001,8450000,8424482,0.018676923,Females
scaffold_15_ctg1,8450001,8500000,8475456,0.017369231,Females
scaffold_15_ctg1,8500001,8550000,8523329,0.016507692,Females
scaffold_15_ctg1,8550001,8600000,8574811,0.015630769,Females
scaffold_15_ctg1,8600001,8650000,8629328,0.012069231,Females
scaffold_15_ctg1,8650001,8700000,8673741,0.010892308,Females
scaffold_15_ctg1,8700001,8750000,8730014,0.013392308,Females
scaffold_15_ctg1,8750001,8800000,8774923,0.011338462,Females
scaffold_15_ctg1,8800001,8850000,8826294,0.012961538,Females
scaffold_15_ctg1,8850001,8900000,8873788,0.009284615,Females
scaffold_15_ctg1,8900001,8950000,8925105,0.016430769,Females
scaffold_15_ctg1,8950001,9000000,8974352,0.016461538,Females
scaffold_15_ctg1,9000001,9050000,9025641,0.012407692,Females
scaffold_15_ctg1,9050001,9100000,9075531,0.016369231,Females
scaffold_15_ctg1,9100001,9150000,9124901,0.017746154,Females
scaffold_15_ctg1,9150001,9200000,9173431,0.019492308,Females
scaffold_15_ctg1,9200001,9250000,9223533,0.019092308,Females
scaffold_15_ctg1,9250001,9300000,9275120,0.016876923,Females
scaffold_15_ctg1,9300001,9350000,9325248,0.015707692,Females
scaffold_15_ctg1,9350001,9400000,9375175,0.018484615,Females
scaffold_15_ctg1,9400001,9450000,9424098,0.015130769,Females
scaffold_15_ctg1,9450001,9500000,9474381,0.016738462,Females
scaffold_15_ctg1,9500001,9550000,9524407,0.0176,Females
scaffold_15_ctg1,9550001,9600000,9575395,0.017492308,Females
scaffold_15_ctg1,9600001,9650000,9624433,0.019392308,Females
scaffold_15_ctg1,9650001,9700000,9675627,0.020946154,Females
scaffold_15_ctg1,9700001,9750000,9725291,0.0171,Females
scaffold_15_ctg1,9750001,9800000,9773189,0.017030769,Females
scaffold_15_ctg1,9800001,9850000,9825021,0.019907692,Females
scaffold_15_ctg1,9850001,9900000,9868058,0.017461538,Females
scaffold_15_ctg1,9900001,9950000,9930826,0.0223,Females
scaffold_15_ctg1,9950001,10000000,9976691,0.018607692,Females
scaffold_15_ctg1,10000001,10050000,10025042,0.021707692,Females
scaffold_15_ctg1,10050001,10100000,10073220,0.019530769,Females
scaffold_15_ctg1,10100001,10150000,10125897,0.017307692,Females
scaffold_15_ctg1,10150001,10200000,10175120,0.016046154,Females
scaffold_15_ctg1,10200001,10250000,10226071,0.018476923,Females
scaffold_15_ctg1,10250001,10300000,10274661,0.019292308,Females
scaffold_15_ctg1,10300001,10350000,10324664,0.017930769,Females
scaffold_15_ctg1,10350001,10400000,10374740,0.019461538,Females
scaffold_15_ctg1,10400001,10450000,10424784,0.017946154,Females
scaffold_15_ctg1,10450001,10500000,10474532,0.018415385,Females
scaffold_15_ctg1,10500001,10550000,10525125,0.018046154,Females
scaffold_15_ctg1,10550001,10600000,10576562,0.017669231,Females
scaffold_15_ctg1,10600001,10650000,10625674,0.017330769,Females
scaffold_15_ctg1,10650001,10700000,10674516,0.019230769,Females
scaffold_15_ctg1,10700001,10750000,10725918,0.018030769,Females
scaffold_15_ctg1,10750001,10800000,10775074,0.018530769,Females
scaffold_15_ctg1,10800001,10850000,10823984,0.018246154,Females
scaffold_15_ctg1,10850001,10900000,10874694,0.015923077,Females
scaffold_15_ctg1,10900001,10950000,10924697,0.015869231,Females
scaffold_15_ctg1,10950001,11000000,10975127,0.012876923,Females
scaffold_15_ctg1,11000001,11050000,11019406,0.0147,Females
scaffold_15_ctg1,11050001,11100000,11070800,0.016515385,Females
scaffold_15_ctg1,11100001,11150000,11136240,0.0175,Females
scaffold_15_ctg1,11150001,11200000,11174162,0.019784615,Females
scaffold_15_ctg1,11200001,11250000,11223941,0.015453846,Females
scaffold_15_ctg1,11250001,11300000,11275568,0.013830769,Females
scaffold_15_ctg1,11300001,11350000,11325078,0.012446154,Females
scaffold_15_ctg1,11350001,11400000,11375279,0.013107692,Females
scaffold_15_ctg1,11400001,11450000,11425617,0.013546154,Females
scaffold_15_ctg1,11450001,11500000,11474955,0.014984615,Females
scaffold_15_ctg1,11500001,11550000,11527355,0.015861538,Females
scaffold_15_ctg1,11550001,11600000,11572665,0.017215385,Females
scaffold_15_ctg1,11600001,11650000,11628410,0.013861538,Females
scaffold_15_ctg1,11650001,11700000,11675157,0.017723077,Females
scaffold_15_ctg1,11700001,11750000,11725093,0.013646154,Females
scaffold_15_ctg1,11750001,11800000,11773787,0.008323077,Females
scaffold_15_ctg1,11800001,11850000,11811863,0.0071,Females
scaffold_15_ctg1,1,50000,22673,0.005625714,Males
scaffold_15_ctg1,50001,100000,75858,0.009905714,Males
scaffold_15_ctg1,100001,150000,125658,0.011451429,Males
scaffold_15_ctg1,150001,200000,174071,0.017022857,Males
scaffold_15_ctg1,200001,250000,221415,0.017748571,Males
scaffold_15_ctg1,250001,300000,273375,0.015251429,Males
scaffold_15_ctg1,300001,350000,325057,0.013482857,Males
scaffold_15_ctg1,350001,400000,375182,0.009562857,Males
scaffold_15_ctg1,400001,450000,425118,0.012074286,Males
scaffold_15_ctg1,450001,500000,474602,0.009914286,Males
scaffold_15_ctg1,500001,550000,524728,0.013831429,Males
scaffold_15_ctg1,550001,600000,574432,0.014625714,Males
scaffold_15_ctg1,600001,650000,624719,0.013605714,Males
scaffold_15_ctg1,650001,700000,675597,0.015517143,Males
scaffold_15_ctg1,700001,750000,722809,0.01592,Males
scaffold_15_ctg1,750001,800000,776373,0.013374286,Males
scaffold_15_ctg1,800001,850000,824664,0.013937143,Males
scaffold_15_ctg1,850001,900000,875164,0.013454286,Males
scaffold_15_ctg1,900001,950000,923463,0.011431429,Males
scaffold_15_ctg1,950001,1000000,974744,0.015782857,Males
scaffold_15_ctg1,1000001,1050000,1024985,0.015162857,Males
scaffold_15_ctg1,1050001,1100000,1075274,0.015734286,Males
scaffold_15_ctg1,1100001,1150000,1126453,0.017274286,Males
scaffold_15_ctg1,1150001,1200000,1174711,0.017802857,Males
scaffold_15_ctg1,1200001,1250000,1224323,0.016965714,Males
scaffold_15_ctg1,1250001,1300000,1275351,0.016168571,Males
scaffold_15_ctg1,1300001,1350000,1324812,0.016057143,Males
scaffold_15_ctg1,1350001,1400000,1374794,0.014054286,Males
scaffold_15_ctg1,1400001,1450000,1424318,0.014388571,Males
scaffold_15_ctg1,1450001,1500000,1476365,0.016188571,Males
scaffold_15_ctg1,1500001,1550000,1524211,0.012614286,Males
scaffold_15_ctg1,1550001,1600000,1574662,0.01504,Males
scaffold_15_ctg1,1600001,1650000,1624193,0.008728571,Males
scaffold_15_ctg1,1650001,1700000,1676624,0.011528571,Males
scaffold_15_ctg1,1700001,1750000,1726734,0.013122857,Males
scaffold_15_ctg1,1750001,1800000,1772813,0.016731429,Males
scaffold_15_ctg1,1800001,1850000,1825675,0.015885714,Males
scaffold_15_ctg1,1850001,1900000,1874461,0.014448571,Males
scaffold_15_ctg1,1900001,1950000,1925012,0.014982857,Males
scaffold_15_ctg1,1950001,2000000,1974929,0.014791429,Males
scaffold_15_ctg1,2000001,2050000,2024074,0.017645714,Males
scaffold_15_ctg1,2050001,2100000,2076053,0.018434286,Males
scaffold_15_ctg1,2100001,2150000,2125292,0.019494286,Males
scaffold_15_ctg1,2150001,2200000,2175184,0.018417143,Males
scaffold_15_ctg1,2200001,2250000,2226517,0.017982857,Males
scaffold_15_ctg1,2250001,2300000,2272989,0.020442857,Males
scaffold_15_ctg1,2300001,2350000,2323594,0.018051429,Males
scaffold_15_ctg1,2350001,2400000,2375468,0.018362857,Males
scaffold_15_ctg1,2400001,2450000,2421367,0.018374286,Males
scaffold_15_ctg1,2450001,2500000,2477196,0.017628571,Males
scaffold_15_ctg1,2500001,2550000,2524550,0.016648571,Males
scaffold_15_ctg1,2550001,2600000,2575189,0.017662857,Males
scaffold_15_ctg1,2600001,2650000,2624895,0.01928,Males
scaffold_15_ctg1,2650001,2700000,2674798,0.018265714,Males
scaffold_15_ctg1,2700001,2750000,2725579,0.015474286,Males
scaffold_15_ctg1,2750001,2800000,2774985,0.015194286,Males
scaffold_15_ctg1,2800001,2850000,2826774,0.011622857,Males
scaffold_15_ctg1,2850001,2900000,2875279,0.015528571,Males
scaffold_15_ctg1,2900001,2950000,2923415,0.017651429,Males
scaffold_15_ctg1,2950001,3000000,2974046,0.01936,Males
scaffold_15_ctg1,3000001,3050000,3025073,0.015788571,Males
scaffold_15_ctg1,3050001,3100000,3075383,0.015654286,Males
scaffold_15_ctg1,3100001,3150000,3123096,0.015471429,Males
scaffold_15_ctg1,3150001,3200000,3175381,0.009394286,Males
scaffold_15_ctg1,3200001,3250000,3223648,0.013291429,Males
scaffold_15_ctg1,3250001,3300000,3275673,0.012105714,Males
scaffold_15_ctg1,3300001,3350000,3325086,0.013462857,Males
scaffold_15_ctg1,3350001,3400000,3375286,0.011602857,Males
scaffold_15_ctg1,3400001,3450000,3425934,0.013854286,Males
scaffold_15_ctg1,3450001,3500000,3469952,0.016845714,Males
scaffold_15_ctg1,3500001,3550000,3528886,0.013888571,Males
scaffold_15_ctg1,3550001,3600000,3575534,0.015557143,Males
scaffold_15_ctg1,3600001,3650000,3624399,0.016605714,Males
scaffold_15_ctg1,3650001,3700000,3674151,0.016511429,Males
scaffold_15_ctg1,3700001,3750000,3724647,0.014394286,Males
scaffold_15_ctg1,3750001,3800000,3775946,0.012591429,Males
scaffold_15_ctg1,3800001,3850000,3823705,0.015874286,Males
scaffold_15_ctg1,3850001,3900000,3875295,0.016417143,Males
scaffold_15_ctg1,3900001,3950000,3923696,0.014968571,Males
scaffold_15_ctg1,3950001,4000000,3973920,0.018534286,Males
scaffold_15_ctg1,4000001,4050000,4025490,0.013631429,Males
scaffold_15_ctg1,4050001,4100000,4073748,0.011417143,Males
scaffold_15_ctg1,4100001,4150000,4124769,0.012065714,Males
scaffold_15_ctg1,4150001,4200000,4175158,0.012688571,Males
scaffold_15_ctg1,4200001,4250000,4224561,0.011902857,Males
scaffold_15_ctg1,4250001,4300000,4276845,0.012928571,Males
scaffold_15_ctg1,4300001,4350000,4324724,0.012374286,Males
scaffold_15_ctg1,4350001,4400000,4375585,0.015208571,Males
scaffold_15_ctg1,4400001,4450000,4426082,0.013717143,Males
scaffold_15_ctg1,4450001,4500000,4475381,0.015974286,Males
scaffold_15_ctg1,4500001,4550000,4525184,0.016397143,Males
scaffold_15_ctg1,4550001,4600000,4575900,0.014968571,Males
scaffold_15_ctg1,4600001,4650000,4625247,0.0135,Males
scaffold_15_ctg1,4650001,4700000,4676003,0.014208571,Males
scaffold_15_ctg1,4700001,4750000,4724691,0.011542857,Males
scaffold_15_ctg1,4750001,4800000,4774287,0.013962857,Males
scaffold_15_ctg1,4800001,4850000,4821610,0.018457143,Males
scaffold_15_ctg1,4850001,4900000,4873550,0.017937143,Males
scaffold_15_ctg1,4900001,4950000,4924146,0.016017143,Males
scaffold_15_ctg1,4950001,5000000,4974532,0.019791429,Males
scaffold_15_ctg1,5000001,5050000,5026259,0.01564,Males
scaffold_15_ctg1,5050001,5100000,5075246,0.015685714,Males
scaffold_15_ctg1,5100001,5150000,5124240,0.015302857,Males
scaffold_15_ctg1,5150001,5200000,5174507,0.014662857,Males
scaffold_15_ctg1,5200001,5250000,5226136,0.01826,Males
scaffold_15_ctg1,5250001,5300000,5274334,0.013822857,Males
scaffold_15_ctg1,5300001,5350000,5322857,0.018651429,Males
scaffold_15_ctg1,5350001,5400000,5376498,0.0197,Males
scaffold_15_ctg1,5400001,5450000,5423931,0.014242857,Males
scaffold_15_ctg1,5450001,5500000,5476625,0.016357143,Males
scaffold_15_ctg1,5500001,5550000,5525006,0.014748571,Males
scaffold_15_ctg1,5550001,5600000,5574639,0.011488571,Males
scaffold_15_ctg1,5600001,5650000,5627126,0.012251429,Males
scaffold_15_ctg1,5650001,5700000,5673342,0.014502857,Males
scaffold_15_ctg1,5700001,5750000,5726220,0.019285714,Males
scaffold_15_ctg1,5750001,5800000,5772764,0.017662857,Males
scaffold_15_ctg1,5800001,5850000,5825337,0.020397143,Males
scaffold_15_ctg1,5850001,5900000,5871915,0.019534286,Males
scaffold_15_ctg1,5900001,5950000,5923816,0.018088571,Males
scaffold_15_ctg1,5950001,6000000,5975756,0.020634286,Males
scaffold_15_ctg1,6000001,6050000,6025466,0.014222857,Males
scaffold_15_ctg1,6050001,6100000,6075701,0.016791429,Males
scaffold_15_ctg1,6100001,6150000,6124830,0.016882857,Males
scaffold_15_ctg1,6150001,6200000,6175074,0.0175,Males
scaffold_15_ctg1,6200001,6250000,6224983,0.015765714,Males
scaffold_15_ctg1,6250001,6300000,6277046,0.016322857,Males
scaffold_15_ctg1,6300001,6350000,6325137,0.015477143,Males
scaffold_15_ctg1,6350001,6400000,6374245,0.016142857,Males
scaffold_15_ctg1,6400001,6450000,6423862,0.016951429,Males
scaffold_15_ctg1,6450001,6500000,6475432,0.012765714,Males
scaffold_15_ctg1,6500001,6550000,6523867,0.014097143,Males
scaffold_15_ctg1,6550001,6600000,6572978,0.018137143,Males
scaffold_15_ctg1,6600001,6650000,6625980,0.013628571,Males
scaffold_15_ctg1,6650001,6700000,6676162,0.017817143,Males
scaffold_15_ctg1,6700001,6750000,6725097,0.017322857,Males
scaffold_15_ctg1,6750001,6800000,6774835,0.015908571,Males
scaffold_15_ctg1,6800001,6850000,6826950,0.01614,Males
scaffold_15_ctg1,6850001,6900000,6874829,0.015768571,Males
scaffold_15_ctg1,6900001,6950000,6922740,0.01274,Males
scaffold_15_ctg1,6950001,7000000,6975172,0.014422857,Males
scaffold_15_ctg1,7000001,7050000,7026447,0.014294286,Males
scaffold_15_ctg1,7050001,7100000,7075370,0.013914286,Males
scaffold_15_ctg1,7100001,7150000,7125269,0.013522857,Males
scaffold_15_ctg1,7150001,7200000,7174659,0.013857143,Males
scaffold_15_ctg1,7200001,7250000,7224508,0.015571429,Males
scaffold_15_ctg1,7250001,7300000,7275420,0.013902857,Males
scaffold_15_ctg1,7300001,7350000,7324745,0.014694286,Males
scaffold_15_ctg1,7350001,7400000,7367297,0.01328,Males
scaffold_15_ctg1,7400001,7450000,7429813,0.010694286,Males
scaffold_15_ctg1,7450001,7500000,7474491,0.016457143,Males
scaffold_15_ctg1,7500001,7550000,7524775,0.017231429,Males
scaffold_15_ctg1,7550001,7600000,7573156,0.016991429,Males
scaffold_15_ctg1,7600001,7650000,7622518,0.01668,Males
scaffold_15_ctg1,7650001,7700000,7675556,0.016142857,Males
scaffold_15_ctg1,7700001,7750000,7725020,0.014188571,Males
scaffold_15_ctg1,7750001,7800000,7774274,0.014288571,Males
scaffold_15_ctg1,7800001,7850000,7826489,0.012348571,Males
scaffold_15_ctg1,7850001,7900000,7872367,0.010514286,Males
scaffold_15_ctg1,7900001,7950000,7924914,0.014351429,Males
scaffold_15_ctg1,7950001,8000000,7974863,0.01242,Males
scaffold_15_ctg1,8000001,8050000,8023816,0.01584,Males
scaffold_15_ctg1,8050001,8100000,8071606,0.012122857,Males
scaffold_15_ctg1,8100001,8150000,8128761,0.015214286,Males
scaffold_15_ctg1,8150001,8200000,8173912,0.015814286,Males
scaffold_15_ctg1,8200001,8250000,8222463,0.019457143,Males
scaffold_15_ctg1,8250001,8300000,8275019,0.016674286,Males
scaffold_15_ctg1,8300001,8350000,8325010,0.017548571,Males
scaffold_15_ctg1,8350001,8400000,8373937,0.019497143,Males
scaffold_15_ctg1,8400001,8450000,8424482,0.018914286,Males
scaffold_15_ctg1,8450001,8500000,8475456,0.016831429,Males
scaffold_15_ctg1,8500001,8550000,8523329,0.016474286,Males
scaffold_15_ctg1,8550001,8600000,8574811,0.015651429,Males
scaffold_15_ctg1,8600001,8650000,8629328,0.011265714,Males
scaffold_15_ctg1,8650001,8700000,8673741,0.010691429,Males
scaffold_15_ctg1,8700001,8750000,8730014,0.012168571,Males
scaffold_15_ctg1,8750001,8800000,8774923,0.01134,Males
scaffold_15_ctg1,8800001,8850000,8826294,0.01298,Males
scaffold_15_ctg1,8850001,8900000,8873788,0.009357143,Males
scaffold_15_ctg1,8900001,8950000,8925105,0.014854286,Males
scaffold_15_ctg1,8950001,9000000,8974352,0.014988571,Males
scaffold_15_ctg1,9000001,9050000,9025641,0.011791429,Males
scaffold_15_ctg1,9050001,9100000,9075531,0.014762857,Males
scaffold_15_ctg1,9100001,9150000,9124901,0.01642,Males
scaffold_15_ctg1,9150001,9200000,9173431,0.018231429,Males
scaffold_15_ctg1,9200001,9250000,9223533,0.018454286,Males
scaffold_15_ctg1,9250001,9300000,9275120,0.01578,Males
scaffold_15_ctg1,9300001,9350000,9325248,0.0149,Males
scaffold_15_ctg1,9350001,9400000,9375175,0.01832,Males
scaffold_15_ctg1,9400001,9450000,9424098,0.013888571,Males
scaffold_15_ctg1,9450001,9500000,9474381,0.014974286,Males
