CHROM,win_start,win_end,win_mid,MEAN_DEPTH_n,MEAN_DEPTH_mean,MEAN_DEPTH_max,Sexo
scaffold_19_ctg1,4550001,4600000,4575000,38994,16.40010742,36.4286,Males
scaffold_19_ctg1,9550001,9600000,9575000,39819,16.3643447,27.8571,Males
scaffold_19_ctg1,4100001,4150000,4125000,38001,16.34897766,58,Females
scaffold_19_ctg1,12450001,12500000,12475000,36814,16.29367462,31.5714,Males
scaffold_19_ctg1,650001,7.00E+05,675000,38662,16.28268472,33.1429,Males
scaffold_19_ctg1,2000001,2050000,2025000,38581,16.27261491,31.8571,Males
scaffold_19_ctg1,9100001,9150000,9125000,38348,16.25694361,27.4286,Males
scaffold_19_ctg1,5500001,5550000,5525000,23997,16.25378172,86,Females
scaffold_19_ctg1,4500001,4550000,4525000,36770,16.2381044,30.7143,Males
scaffold_19_ctg1,11950001,1.20E+07,11975000,38725,16.23025861,29.4286,Males
scaffold_19_ctg1,8150001,8200000,8175000,39719,16.2289156,52.2857,Males
scaffold_19_ctg1,3450001,3500000,3475000,37941,16.22817758,26.1429,Males
scaffold_19_ctg1,500001,550000,525000,39829,16.20154149,30,Males
scaffold_19_ctg1,9600001,9650000,9625000,39645,16.18136546,28.4286,Males
scaffold_19_ctg1,1300001,1350000,1325000,39444,16.17025688,26.4286,Males
scaffold_19_ctg1,950001,1.00E+06,975000,38243,16.1239603,27,Males
scaffold_19_ctg1,1250001,1300000,1275000,37085,16.08867283,31.2857,Males
scaffold_19_ctg1,11250001,11300000,11275000,36688,16.08597305,43.5714,Males
scaffold_19_ctg1,3150001,3200000,3175000,36884,16.0758454,44.2857,Males
scaffold_19_ctg1,1150001,1200000,1175000,25825,16.07221449,34.4286,Males
scaffold_19_ctg1,1100001,1150000,1125000,38462,16.04308026,43.5714,Males
scaffold_19_ctg1,5800001,5850000,5825000,35414,16.02692262,26.7143,Males
scaffold_19_ctg1,6300001,6350000,6325000,37990,15.99469506,29,Males
scaffold_19_ctg1,11900001,11950000,11925000,26194,15.99387084,32.1429,Males
scaffold_19_ctg1,3750001,3800000,3775000,38862,15.99297978,27.2857,Males
scaffold_19_ctg1,9400001,9450000,9425000,35753,15.98841445,29.7143,Males
scaffold_19_ctg1,9500001,9550000,9525000,38636,15.97961731,27.8571,Males
scaffold_19_ctg1,900001,950000,925000,37197,15.96766141,43,Males
scaffold_19_ctg1,2350001,2400000,2375000,39571,15.95999,61.7143,Males
scaffold_19_ctg1,7950001,8.00E+06,7975000,39937,15.95716321,28.1429,Males
scaffold_19_ctg1,2950001,3.00E+06,2975000,38767,15.9553556,29.4286,Males
scaffold_19_ctg1,11750001,11800000,11775000,39513,15.9442822,27.2857,Males
scaffold_19_ctg1,11700001,11750000,11725000,35137,15.94315569,48.1429,Males
scaffold_19_ctg1,3250001,3300000,3275000,38995,15.92083067,29.8571,Males
scaffold_19_ctg1,3650001,3700000,3675000,39697,15.91056599,28.2857,Males
scaffold_19_ctg1,12400001,12450000,12425000,36646,15.91025797,26.5714,Males
scaffold_19_ctg1,7650001,7700000,7675000,35292,15.91013982,45.5714,Males
scaffold_19_ctg1,8900001,8950000,8925000,38469,15.90779465,27.1429,Males
scaffold_19_ctg1,9200001,9250000,9225000,36319,15.8996781,26.2857,Males
scaffold_19_ctg1,12500001,12550000,12525000,37440,15.88895813,38,Males
scaffold_19_ctg1,11650001,11700000,11675000,34167,15.88705912,28.5714,Males
scaffold_19_ctg1,450001,5.00E+05,475000,36480,15.8785903,28.5714,Males
scaffold_19_ctg1,9800001,9850000,9825000,30698,15.84467525,49.8571,Males
scaffold_19_ctg1,8700001,8750000,8725000,39186,15.84449514,28.7143,Males
scaffold_19_ctg1,5700001,5750000,5725000,36939,15.84280122,28.8571,Males
scaffold_19_ctg1,1750001,1800000,1775000,37285,15.83375736,26.4286,Males
scaffold_19_ctg1,3100001,3150000,3125000,35112,15.8261177,23.4286,Males
scaffold_19_ctg1,1550001,1600000,1575000,37854,15.81930502,37.1429,Males
scaffold_19_ctg1,1900001,1950000,1925000,33270,15.81848531,24.2857,Males
scaffold_19_ctg1,2650001,2700000,2675000,36212,15.81486841,27,Males
scaffold_19_ctg1,12650001,12700000,12675000,38445,15.80811649,25.4286,Males
scaffold_19_ctg1,3500001,3550000,3525000,35091,15.80317745,26.8571,Males
scaffold_19_ctg1,11200001,11250000,11225000,32977,15.78890793,32,Males
scaffold_19_ctg1,6000001,6050000,6025000,35682,15.78841955,56.8571,Males
scaffold_19_ctg1,7200001,7250000,7225000,36643,15.78603191,30.8571,Males
scaffold_19_ctg1,12100001,12150000,12125000,34996,15.78503474,26.2857,Males
scaffold_19_ctg1,3000001,3050000,3025000,33141,15.78359991,25.4286,Males
scaffold_19_ctg1,9300001,9350000,9325000,35358,15.76800823,48.4286,Males
scaffold_19_ctg1,5950001,6.00E+06,5975000,36431,15.73511881,48.4286,Males
scaffold_19_ctg1,5100001,5150000,5125000,34495,15.73152081,31.4286,Males
scaffold_19_ctg1,4600001,4650000,4625000,38231,15.72273575,26.1429,Males
scaffold_19_ctg1,100001,150000,125000,38447,15.71864926,27.4286,Males
scaffold_19_ctg1,8800001,8850000,8825000,38478,15.70537462,29.8571,Males
scaffold_19_ctg1,8250001,8300000,8275000,36078,15.70478123,27.2857,Males
scaffold_19_ctg1,1850001,1900000,1875000,36785,15.69384516,29.1429,Males
scaffold_19_ctg1,4100001,4150000,4125000,38001,15.6864734,26.8571,Males
scaffold_19_ctg1,3050001,3100000,3075000,37214,15.67981059,30.1429,Males
scaffold_19_ctg1,2600001,2650000,2625000,30878,15.67381865,37.8571,Males
scaffold_19_ctg1,12300001,12350000,12325000,36839,15.65729029,34.2857,Males
scaffold_19_ctg1,8650001,8700000,8675000,38097,15.65017263,30.7143,Males
scaffold_19_ctg1,2300001,2350000,2325000,31755,15.64284762,29.2857,Males
scaffold_19_ctg1,11300001,11350000,11325000,37649,15.6230599,34.7143,Males
scaffold_19_ctg1,4650001,4700000,4675000,34627,15.59459003,36.5714,Males
scaffold_19_ctg1,1450001,1500000,1475000,36745,15.56062901,27,Males
scaffold_19_ctg1,4450001,4500000,4475000,35998,15.54948936,30.7143,Males
scaffold_19_ctg1,7150001,7200000,7175000,40959,15.53113356,28.1429,Males
scaffold_19_ctg1,5350001,5400000,5375000,35706,15.52680141,26.5714,Males
scaffold_19_ctg1,12050001,12100000,12075000,37697,15.51401288,31.2857,Males
scaffold_19_ctg1,4250001,4300000,4275000,28477,15.50657772,34.8571,Males
scaffold_19_ctg1,1800001,1850000,1825000,38582,15.49455657,27.1429,Males
scaffold_19_ctg1,4050001,4100000,4075000,35838,15.49299065,29.2857,Males
scaffold_19_ctg1,2200001,2250000,2225000,36292,15.49098878,26,Males
scaffold_19_ctg1,7450001,7500000,7475000,36709,15.48444275,30.7143,Males
scaffold_19_ctg1,11800001,11850000,11825000,32959,15.47533182,71.5714,Males
scaffold_19_ctg1,50001,1.00E+05,75000,34481,15.47236957,26.8571,Males
scaffold_19_ctg1,2550001,2600000,2575000,31476,15.44437032,40.5714,Males
scaffold_19_ctg1,9350001,9400000,9375000,36637,15.4234773,27.8571,Males
scaffold_19_ctg1,1400001,1450000,1425000,35397,15.42092361,33.1429,Males
scaffold_19_ctg1,7550001,7600000,7575000,37104,15.41961981,27.2857,Males
scaffold_19_ctg1,5850001,5900000,5875000,38905,15.41847782,30.5714,Males
scaffold_19_ctg1,10500001,10550000,10525000,32583,15.41212152,30.4286,Males
scaffold_19_ctg1,11600001,11650000,11625000,35131,15.40695788,27.4286,Males
scaffold_19_ctg1,10750001,10800000,10775000,37119,15.37970095,27.8571,Males
scaffold_19_ctg1,6500001,6550000,6525000,31637,15.3690664,37.8571,Males
scaffold_19_ctg1,11000001,11050000,11025000,34334,15.36345221,43.1429,Males
scaffold_19_ctg1,9150001,9200000,9175000,34171,15.35195355,29.4286,Males
scaffold_19_ctg1,4750001,4800000,4775000,26490,15.34197653,37.2857,Males
scaffold_19_ctg1,10700001,10750000,10725000,32835,15.34129574,35,Males
scaffold_19_ctg1,10400001,10450000,10425000,34828,15.31604186,32.2857,Males
scaffold_19_ctg1,3550001,3600000,3575000,34413,15.31321782,30.7143,Males
scaffold_19_ctg1,4150001,4200000,4175000,30916,15.31127087,37.4286,Males
scaffold_19_ctg1,1000001,1050000,1025000,35996,15.27027022,35.7143,Males
scaffold_19_ctg1,11100001,11150000,11125000,29137,15.26347464,37.4286,Males
scaffold_19_ctg1,8850001,8900000,8875000,37210,15.26272328,27.2857,Males
scaffold_19_ctg1,150001,2.00E+05,175000,37849,15.26172687,52.2857,Males
scaffold_19_ctg1,9950001,1.00E+07,9975000,32851,15.2528982,27.5714,Males
scaffold_19_ctg1,8950001,9.00E+06,8975000,37516,15.23750831,38.5714,Males
scaffold_19_ctg1,300001,350000,325000,38007,15.23627146,25,Males
scaffold_19_ctg1,9850001,9900000,9875000,35000,15.22356457,29.1429,Males
scaffold_19_ctg1,12550001,12600000,12575000,37488,15.21878291,25.4286,Males
scaffold_19_ctg1,12700001,12750000,12725000,35382,15.21843547,25.7143,Males
scaffold_19_ctg1,6950001,7.00E+06,6975000,33321,15.20532198,33.8571,Males
scaffold_19_ctg1,9000001,9050000,9025000,37409,15.19618019,68.8571,Males
scaffold_19_ctg1,7600001,7650000,7625000,38513,15.19111109,27.5714,Males
scaffold_19_ctg1,8750001,8800000,8775000,37121,15.17407549,23.4286,Males
scaffold_19_ctg1,7000001,7050000,7025000,28016,15.17186867,52.5714,Males
scaffold_19_ctg1,400001,450000,425000,36222,15.16646779,28.5714,Males
scaffold_19_ctg1,5900001,5950000,5925000,33286,15.16459792,34.5714,Males
scaffold_19_ctg1,750001,8.00E+05,775000,38073,15.15427337,41.7143,Males
scaffold_19_ctg1,1650001,1700000,1675000,36126,15.13936032,28.7143,Males
scaffold_19_ctg1,2900001,2950000,2925000,34009,15.13820517,25.4286,Males
scaffold_19_ctg1,1700001,1750000,1725000,35217,15.13619909,28.2857,Males
scaffold_19_ctg1,2450001,2500000,2475000,33510,15.11577728,36.1429,Males
scaffold_19_ctg1,1950001,2.00E+06,1975000,31276,15.10242693,27,Males
scaffold_19_ctg1,2250001,2300000,2275000,33289,15.100215,41.8571,Males
scaffold_19_ctg1,2150001,2200000,2175000,35403,15.09896981,28.7143,Males
scaffold_19_ctg1,11150001,11200000,11175000,35503,15.08517502,31.1429,Males
scaffold_19_ctg1,3200001,3250000,3225000,38246,15.08351158,30.5714,Males
scaffold_19_ctg1,5250001,5300000,5275000,34884,15.0828061,34.4286,Males
scaffold_19_ctg1,11850001,11900000,11875000,33194,15.07168887,33.4286,Males
scaffold_19_ctg1,12600001,12650000,12625000,37885,15.06919323,29.5714,Males
scaffold_19_ctg1,8600001,8650000,8625000,36032,15.06757307,25.1429,Males
scaffold_19_ctg1,2800001,2850000,2825000,30992,15.06262075,40,Males
scaffold_19_ctg1,12450001,12500000,12475000,36814,15.06095507,45,Females
scaffold_19_ctg1,10200001,10250000,10225000,38523,15.05474196,36.1429,Males
scaffold_19_ctg1,7250001,7300000,7275000,32440,15.05335665,32.5714,Males
scaffold_19_ctg1,1600001,1650000,1625000,33079,15.0488557,41.8571,Males
scaffold_19_ctg1,3900001,3950000,3925000,32667,15.04438109,27.7143,Males
scaffold_19_ctg1,7400001,7450000,7425000,35398,15.02986886,36.7143,Males
scaffold_19_ctg1,4700001,4750000,4725000,31710,15.0241029,48.5714,Males
scaffold_19_ctg1,350001,4.00E+05,375000,32049,15.00499403,27.7143,Males
scaffold_19_ctg1,6700001,6750000,6725000,33898,15.00124762,34.7143,Males
scaffold_19_ctg1,800001,850000,825000,35097,14.99227525,27.7143,Males
scaffold_19_ctg1,9050001,9100000,9075000,34138,14.98572794,25.5714,Males
scaffold_19_ctg1,6400001,6450000,6425000,25293,14.97295444,48,Males
scaffold_19_ctg1,200001,250000,225000,38113,14.97126299,23.8571,Males
scaffold_19_ctg1,850001,9.00E+05,875000,36088,14.96053562,29.4286,Males
scaffold_19_ctg1,9750001,9800000,9775000,35203,14.95646752,26,Males
scaffold_19_ctg1,8400001,8450000,8425000,31614,14.94685991,62.2857,Males
scaffold_19_ctg1,10350001,10400000,10375000,37938,14.94606279,29.7143,Males
scaffold_19_ctg1,4850001,4900000,4875000,21127,14.94172391,34.2857,Males
scaffold_19_ctg1,9650001,9700000,9675000,37099,14.92803824,24.2857,Males
scaffold_19_ctg1,4400001,4450000,4425000,35164,14.91350946,28,Males
scaffold_19_ctg1,250001,3.00E+05,275000,33016,14.90416027,64.8571,Males
scaffold_19_ctg1,10850001,10900000,10875000,33001,14.89284222,82.8571,Males
scaffold_19_ctg1,5150001,5200000,5175000,36703,14.88463853,26.8571,Males
scaffold_19_ctg1,7500001,7550000,7525000,37309,14.87802118,23.7143,Males
scaffold_19_ctg1,2750001,2800000,2775000,33020,14.8369868,39.1429,Males
scaffold_19_ctg1,6650001,6700000,6675000,36999,14.83507434,30.8571,Males
scaffold_19_ctg1,7350001,7400000,7375000,37171,14.83476204,35.2857,Males
scaffold_19_ctg1,6600001,6650000,6625000,35289,14.82150947,25.4286,Males
scaffold_19_ctg1,7050001,7100000,7075000,33217,14.81557723,34.5714,Males
scaffold_19_ctg1,10100001,10150000,10125000,27503,14.80733683,34.1429,Males
scaffold_19_ctg1,2850001,2900000,2875000,37351,14.80147164,35.5714,Males
scaffold_19_ctg1,5550001,5600000,5575000,33298,14.8011213,29,Males
scaffold_19_ctg1,7100001,7150000,7125000,37373,14.7997351,69,Females
scaffold_19_ctg1,6050001,6100000,6075000,31826,14.78090763,27.8571,Males
scaffold_19_ctg1,11500001,11550000,11525000,36332,14.77621414,34.2857,Males
scaffold_19_ctg1,2100001,2150000,2125000,38205,14.77333987,28,Males
scaffold_19_ctg1,2400001,2450000,2425000,35918,14.7693907,39.7143,Males
scaffold_19_ctg1,6250001,6300000,6275000,34816,14.76102274,23.5714,Males
scaffold_19_ctg1,10150001,10200000,10175000,34278,14.75330282,31.4286,Males
scaffold_19_ctg1,8200001,8250000,8225000,32806,14.75002115,42,Males
scaffold_19_ctg1,10250001,10300000,10275000,36319,14.74318947,48.1429,Males
scaffold_19_ctg1,5200001,5250000,5225000,33051,14.74147475,30.1429,Males
scaffold_19_ctg1,3850001,3900000,3875000,32242,14.7183751,24.8571,Males
scaffold_19_ctg1,2500001,2550000,2525000,34674,14.71153731,50.5714,Males
scaffold_19_ctg1,1,50000,25000,28694,14.70806267,41.8571,Males
scaffold_19_ctg1,4350001,4400000,4375000,31736,14.7058742,32.1429,Males
scaffold_19_ctg1,5400001,5450000,5425000,29913,14.69330238,103.286,Males
scaffold_19_ctg1,2700001,2750000,2725000,32490,14.68261031,70.7143,Males
scaffold_19_ctg1,2050001,2100000,2075000,26514,14.67588548,27.5714,Males
scaffold_19_ctg1,6800001,6850000,6825000,24791,14.67229479,42.2857,Males
scaffold_19_ctg1,4000001,4050000,4025000,35261,14.64898078,31.5714,Males
scaffold_19_ctg1,10800001,10850000,10825000,32985,14.63556107,30.5714,Males
scaffold_19_ctg1,4800001,4850000,4825000,29778,14.63434253,53.4286,Males
scaffold_19_ctg1,4950001,5.00E+06,4975000,31723,14.58254167,38.4286,Males
scaffold_19_ctg1,10900001,10950000,10925000,23505,14.56658615,30.7143,Males
scaffold_19_ctg1,6450001,6500000,6475000,30352,14.56095466,54,Males
scaffold_19_ctg1,3350001,3400000,3375000,35259,14.53965454,31.7143,Males
scaffold_19_ctg1,10950001,1.10E+07,10975000,31349,14.53466059,34,Males
scaffold_19_ctg1,12150001,12200000,12175000,32352,14.53167318,47,Males
scaffold_19_ctg1,700001,750000,725000,31719,14.52968674,99.8571,Males
scaffold_19_ctg1,8300001,8350000,8325000,28669,14.48664302,28.8571,Males
scaffold_19_ctg1,1500001,1550000,1525000,34182,14.47761269,31.4286,Males
scaffold_19_ctg1,12250001,12300000,12275000,31454,14.47017392,53.7143,Males
scaffold_19_ctg1,10550001,10600000,10575000,32541,14.46387637,28.4286,Males
scaffold_19_ctg1,4200001,4250000,4225000,28957,14.44424063,36.1429,Males
scaffold_19_ctg1,6100001,6150000,6125000,31387,14.44371963,25.8571,Males
scaffold_19_ctg1,10650001,10700000,10675000,25996,14.38844156,25.8571,Males
scaffold_19_ctg1,11350001,11400000,11375000,26236,14.36542031,27.5714,Males
scaffold_19_ctg1,6550001,6600000,6575000,33700,14.33781791,29,Males
scaffold_19_ctg1,4300001,4350000,4325000,33939,14.33185585,36.2857,Males
scaffold_19_ctg1,6350001,6400000,6375000,28251,14.32935395,24.5714,Males
scaffold_19_ctg1,12350001,12400000,12375000,27259,14.3146666,27.8571,Males
scaffold_19_ctg1,6200001,6250000,6225000,35751,14.31317731,24.8571,Males
scaffold_19_ctg1,6150001,6200000,6175000,35768,14.30642682,30.8571,Males
scaffold_19_ctg1,10000001,10050000,10025000,31005,14.27223024,23.7143,Males
scaffold_19_ctg1,3800001,3850000,3825000,34186,14.24394031,21.5714,Males
scaffold_19_ctg1,3950001,4.00E+06,3975000,34836,14.24381461,23.7143,Males
scaffold_19_ctg1,6750001,6800000,6775000,29480,14.24148324,27.2857,Males
scaffold_19_ctg1,8350001,8400000,8375000,31218,14.13724912,26.4286,Males
scaffold_19_ctg1,10450001,10500000,10475000,33144,13.96830996,33,Males
scaffold_19_ctg1,10600001,10650000,10625000,31559,13.96360166,46.7143,Males
scaffold_19_ctg1,5300001,5350000,5325000,35349,13.9569809,27.4286,Males
scaffold_19_ctg1,11050001,11100000,11075000,27442,13.94948438,33,Males
scaffold_19_ctg1,11550001,11600000,11575000,34373,13.93526625,31.5714,Males
scaffold_19_ctg1,6900001,6950000,6925000,25056,13.93253343,38.7143,Males
scaffold_19_ctg1,8500001,8550000,8525000,36508,13.89126459,26.2857,Males
scaffold_19_ctg1,7300001,7350000,7325000,28911,13.75243101,32,Males
scaffold_19_ctg1,5000001,5050000,5025000,29953,13.73783477,33.5714,Males
scaffold_19_ctg1,10050001,10100000,10075000,34596,13.70129564,29.7143,Males
scaffold_19_ctg1,11400001,11450000,11425000,33823,13.64483912,28,Males
scaffold_19_ctg1,12200001,12250000,12225000,32728,13.54912496,42.4286,Males
scaffold_19_ctg1,3300001,3350000,3325000,24860,13.52135004,36.4286,Males
scaffold_19_ctg1,9900001,9950000,9925000,31431,13.47400917,29.5714,Males
scaffold_19_ctg1,5450001,5500000,5475000,35070,13.42771462,28,Males
scaffold_19_ctg1,6850001,6900000,6875000,28792,13.33515226,27.7143,Males
scaffold_19_ctg1,5350001,5400000,5375000,35706,13.26198678,30.5,Females
scaffold_19_ctg1,9700001,9750000,9725000,33085,13.26061196,29.8571,Males
scaffold_19_ctg1,8700001,8750000,8725000,39186,13.04596029,30.5,Females
scaffold_19_ctg1,5500001,5550000,5525000,23997,12.96955395,24.4286,Males
scaffold_19_ctg1,8550001,8600000,8575000,28602,12.89662407,31,Males
scaffold_19_ctg1,11450001,11500000,11475000,31640,12.8885277,35.2857,Males
scaffold_19_ctg1,850001,9.00E+05,875000,36088,12.79471015,34.5,Females
scaffold_19_ctg1,3750001,3800000,3775000,38862,12.63892749,43,Females
scaffold_19_ctg1,4900001,4950000,4925000,14443,12.57343619,35.5714,Males
scaffold_19_ctg1,800001,850000,825000,35097,12.48534063,34,Females
scaffold_19_ctg1,11550001,11600000,11575000,34373,12.46882728,53.5,Females
scaffold_19_ctg1,3850001,3900000,3875000,32242,12.32640655,65.5,Females
scaffold_19_ctg1,550001,6.00E+05,575000,36623,12.14929143,38.5,Females
scaffold_19_ctg1,5800001,5850000,5825000,35414,12.00142599,28.5,Females
scaffold_19_ctg1,8000001,8050000,8025000,42580,11.89614843,22,Females
scaffold_19_ctg1,5650001,5700000,5675000,37632,11.88774182,52.5,Females
scaffold_19_ctg1,8300001,8350000,8325000,28669,11.87840525,29,Females
scaffold_19_ctg1,5600001,5650000,5625000,37530,11.77242206,25,Females
scaffold_19_ctg1,600001,650000,625000,41334,11.76157643,26.5,Females
scaffold_19_ctg1,1650001,1700000,1675000,36126,11.75916238,27.5,Females
scaffold_19_ctg1,10500001,10550000,10525000,32583,11.7591382,37,Females
scaffold_19_ctg1,1350001,1400000,1375000,42163,11.75814102,25,Females
scaffold_19_ctg1,7950001,8.00E+06,7975000,39937,11.75597817,23.5,Females
scaffold_19_ctg1,7850001,7900000,7875000,36825,11.68878479,25.5,Females
scaffold_19_ctg1,7750001,7800000,7775000,39052,11.63100481,52.5,Females
scaffold_19_ctg1,8450001,8500000,8475000,40423,11.56454246,24,Females
scaffold_19_ctg1,3250001,3300000,3275000,38995,11.55251955,27,Females
scaffold_19_ctg1,10300001,10350000,10325000,38488,11.51240646,171.5,Females
scaffold_19_ctg1,8050001,8100000,8075000,40627,11.46790312,26.5,Females
scaffold_19_ctg1,1300001,1350000,1325000,39444,11.39900872,23.5,Females
scaffold_19_ctg1,11900001,11950000,11925000,26194,11.39562495,29,Females
scaffold_19_ctg1,1050001,1100000,1075000,33832,11.38485753,29,Females
scaffold_19_ctg1,5700001,5750000,5725000,36939,11.37555159,27.5,Females
scaffold_19_ctg1,7800001,7850000,7825000,39843,11.35761614,24.5,Females
scaffold_19_ctg1,2700001,2750000,2725000,32490,11.35634041,110.5,Females
scaffold_19_ctg1,4500001,4550000,4525000,36770,11.3041474,24,Females
scaffold_19_ctg1,7150001,7200000,7175000,40959,11.30318123,23,Females
scaffold_19_ctg1,9550001,9600000,9575000,39819,11.29433185,27,Females
scaffold_19_ctg1,5950001,6.00E+06,5975000,36431,11.25902391,54.5,Females
scaffold_19_ctg1,12100001,12150000,12125000,34996,11.23624128,26.5,Females
scaffold_19_ctg1,12650001,12700000,12675000,38445,11.21633502,23.5,Females
scaffold_19_ctg1,1250001,1300000,1275000,37085,11.20521774,23.5,Females
scaffold_19_ctg1,1700001,1750000,1725000,35217,11.19570094,25,Females
scaffold_19_ctg1,9100001,9150000,9125000,38348,11.16613643,21.5,Females
scaffold_19_ctg1,8150001,8200000,8175000,39719,11.16232785,27.5,Females
scaffold_19_ctg1,4550001,4600000,4575000,38994,11.16114018,27,Females
scaffold_19_ctg1,6000001,6050000,6025000,35682,11.13719803,34.5,Females
scaffold_19_ctg1,2000001,2050000,2025000,38581,11.12376558,23.5,Females
scaffold_19_ctg1,12350001,12400000,12375000,27259,11.12331707,30.5,Females
scaffold_19_ctg1,11200001,11250000,11225000,32977,11.08878916,23.5,Females
scaffold_19_ctg1,4200001,4250000,4225000,28957,11.07001761,47.5,Females
scaffold_19_ctg1,8750001,8800000,8775000,37121,11.06750896,25.5,Females
scaffold_19_ctg1,3050001,3100000,3075000,37214,11.02911539,28,Females
scaffold_19_ctg1,2350001,2400000,2375000,39571,11.02011574,24.5,Females
scaffold_19_ctg1,9650001,9700000,9675000,37099,11.00055258,22,Females
scaffold_19_ctg1,3650001,3700000,3675000,39697,11.00031489,22.5,Females
scaffold_19_ctg1,5850001,5900000,5875000,38905,10.99401105,25,Females
scaffold_19_ctg1,650001,7.00E+05,675000,38662,10.96848327,25.5,Females
scaffold_19_ctg1,2900001,2950000,2925000,34009,10.95624688,26,Females
scaffold_19_ctg1,8900001,8950000,8925000,38469,10.91558138,22.5,Females
scaffold_19_ctg1,300001,350000,325000,38007,10.87179993,21.5,Females
scaffold_19_ctg1,11700001,11750000,11725000,35137,10.86007627,31.5,Females
scaffold_19_ctg1,8250001,8300000,8275000,36078,10.81254504,23.5,Females
scaffold_19_ctg1,7400001,7450000,7425000,35398,10.80052545,44,Females
scaffold_19_ctg1,9400001,9450000,9425000,35753,10.79963919,35,Females
scaffold_19_ctg1,5900001,5950000,5925000,33286,10.79067776,31.5,Females
scaffold_19_ctg1,3150001,3200000,3175000,36884,10.78138217,30,Females
scaffold_19_ctg1,4400001,4450000,4425000,35164,10.77353259,32,Females
scaffold_19_ctg1,6100001,6150000,6125000,31387,10.75287539,23.5,Females
scaffold_19_ctg1,4650001,4700000,4675000,34627,10.75246195,27,Females
scaffold_19_ctg1,8650001,8700000,8675000,38097,10.73164554,23,Females
scaffold_19_ctg1,150001,2.00E+05,175000,37849,10.72330841,56.5,Females
scaffold_19_ctg1,9050001,9100000,9075000,34138,10.68671275,25,Females
scaffold_19_ctg1,11650001,11700000,11675000,34167,10.67165686,33,Females
scaffold_19_ctg1,8600001,8650000,8625000,36032,10.58514654,23.5,Females
scaffold_19_ctg1,2400001,2450000,2425000,35918,10.57703658,29,Females
scaffold_19_ctg1,1,50000,25000,28694,10.57398759,25.5,Females
scaffold_19_ctg1,2600001,2650000,2625000,30878,10.54593886,30.5,Females
scaffold_19_ctg1,7350001,7400000,7375000,37171,10.50137204,47.5,Females
scaffold_19_ctg1,12200001,12250000,12225000,32728,10.47344781,27.5,Females
scaffold_19_ctg1,3000001,3050000,3025000,33141,10.43275701,24.5,Females
scaffold_19_ctg1,100001,150000,125000,38447,10.42899316,30.5,Females
scaffold_19_ctg1,1400001,1450000,1425000,35397,10.39025906,24,Females
scaffold_19_ctg1,200001,250000,225000,38113,10.36378663,29.5,Females
scaffold_19_ctg1,3550001,3600000,3575000,34413,10.35745213,21.5,Females
